vocabulary,originalEntry,explanation,example,pinYin,location,place,source,toggle,whichCounty,whichTown
话头(話頭),話頭,病，旧时乡民对“病”字忌讳，改称“有话头”。(病，舊時鄉民對“病”字忌諱，改稱“有話頭”。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
黄伯劳——吃娘鸟(黃伯勞——吃娘鳥),黃伯勞——吃娘鳥,/呒啥啥/,/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
黄昏头(黃昏頭),黃昏頭,傍晚(傍晚),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
黄鱼肚皮(黃魚肚皮),黃魚肚皮,小腿(小腿),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
晦气(晦氣),晦氣,倒楣(倒楣),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
浑堂(渾堂),渾堂,公共浴池(公共浴池),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
豁摆(豁擺),瞎擺,自吹自擂。(自吹自擂。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
豁豁里(豁豁裏),豁豁裏,缝道里(縫道裏),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
豁嘴(豁嘴),豁嘴,兔唇(兔唇),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
伙仓(夥倉),夥倉,伙食。(伙食。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
漷漷口(漷漷口),漷漷口,漱口(漱口),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
霍壁脚(霍壁腳),霍壁腳,身体紧贴墙壁(身體緊貼牆壁),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
霍声恁(霍聲恁),霍聲能,一下子(一下子),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
矆睒(矆睒),霍閃,雷闪。(雷閃。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
矆睒(矆睒),矆睒,闪电(閃電),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
几许(幾許),幾好,多少(多少),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
加犁头(加犁頭),加犁頭,沾光、揩油。(沾光、揩油。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
夹屁股(夾屁股),夾屁股,随后，紧跟著。(隨後，緊跟著。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
家变(家變),家變,反常，尤指小孩不听话、天气恶劣。(反常，尤指小孩不聽話、天氣惡劣。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,上海方言词汇补,TRUE,baoshan,baoshan_wujiaochang
家当(家當),家當,家产或家里的财物。(家產或家裏的財物。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
家什(家什),家什,器物。(器物。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
奸刁(奸刁),奸刁,心地险恶。(心地險惡。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
贱货(賤貨),賤貨,骂不正派的年轻妇女的恶语。(罵不正派的年輕婦女的惡語。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
贱坯(賤坯),賤坯,骂不学好，不上进，专干坏事的男青年。(罵不學好，不上進，專幹壞事的男青年。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
跈粉(跈粉),跈粉,用石臼脚踏舂粉(用石臼腳踏舂粉),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
讲斤两(講斤兩),講斤兩,讨价还价讲条件(討價還價講條件),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
讲斤头(講斤頭),講斤頭,协商、谈判。(協商、談判。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
讲斤头(講斤頭),講斤頭,讨价还价讲条件(討價還價講條件),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
��(𠼢),強(qiang),价格贱。(價格賤。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
犟头倔脑(犟頭倔腦),犟頭倔腦,倔强不随和(倔強不隨和),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
犟头捩颈(犟頭捩頸),強頭列頸,倔强不随和(倔強不隨和),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
交墓库运(交墓庫運),交墓庫運,交了霉运(交了黴運),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
角力(角力),角力,清爽。(清爽。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
绞肠痧(絞腸痧),絞腸痧,霍乱。(霍亂。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
绞肠痧(絞腸痧),絞腸痧,腹绞痛(腹絞痛),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
脚馒头(腳饅頭),腳饅頭,膝盖。(膝蓋。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
叫化子(叫化子),告花子,乞丐(乞丐),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
教书先生(教書先生),教書先生,旧时称“私塾”或小学堂的教师。(舊時稱“私塾”或小學堂的教師。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
酵（高）头(酵（高）頭),酵高頭,发酵过的粪肥(發酵過的糞肥),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
节头管(節頭管),節頭管,手指。(手指。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
结棍(結棍),結棍,结实。(結實。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
结棍(結棍),結棍,结实、强壮(結實、強壯),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
结蛛(結蛛),結蛛,蜘蛛(蜘蛛),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
介能急投人生去啊(介能急投人生去啊),介能急投人生去啊,骂人匆忙(罵人匆忙),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
借因头(借因頭),借因頭,找借口(找藉口),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
筋丝无力(筋絲無力),筋絲無力,浑身没力气(渾身沒力氣),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
精刮(精刮),精刮,小气、吝啬。(小氣、吝嗇。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
精乖(精乖),精乖,贬意的精明(貶意的精明),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
酒水糊涂(酒水糊塗),酒水糊塗,酒醉(酒醉),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
就地十八滚(就地十八滾),就地十八滾,滚在地上耍赖，滚音kuɑ̃ (滾在地上耍賴，滾音kuɑ̃),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
就介(就介),就介,就这样(就這樣),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
绢头(絹頭),絹頭,手帕(手帕),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
绝嫩(絕嫩),絕嫩,非常嫩(非常嫩),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
嚼白糖(嚼白糖),嚼白糖,信口开河，胡言乱语。(信口開河，胡言亂語。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
开年(開年),開年,明年。(明年。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
开年(開年),開年,明年(明年),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
开起头(開起頭),開起頭,起初，开始时。(起初，開始時。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
开烊(開烊),開烊,化冻(化凍),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
揩面(揩面),揩面,洗脸。(洗臉。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
看人头(看人頭),看人頭,有选择有偏重不一样(有選擇有偏重不一樣),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
看我不像只要不冷(看我不像只要不冷),看我不像只要不冷,/呒啥啥/,/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
看相(看相),看相,看中了想要(看中了想要),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
康肉(康肉),康肉,胖而不显(胖而不顯),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
扛肩胛(扛肩胛),扛肩胛,肩胛耸起(肩胛聳起),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
扛木梢(扛木梢),扛木梢,受人敲诈勒索。(受人敲詐勒索。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
扛木梢(扛木梢),扛木梢,受骗上当(受騙上當),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
囥(囥),閌(讀kang),收藏、摆放之意。(收藏、擺放之意。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
拷浜头(拷浜頭),拷浜頭,/呒啥啥/,/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
栲栳(栲栳),栲栳,盛物的圆状藤筐(盛物的圓狀藤筐),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
靠牌头(靠牌頭),靠牌頭,依靠，凭借别人的关系和影响得到实惠。(依靠，憑藉別人的關係和影響得到實惠。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
靠著实(靠著實),靠著實,放稳了(放穩了),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
客邦人(客邦人),客邦人,外乡人，殷行则专称为“黄姚人”因黄姚镇坍入海后不少人移居殷行(外鄉人，殷行則專稱爲“黃姚人”因黃姚鎮坍入海後不少人移居殷行),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
垦出来(墾出來),墾出來,翻出来(翻出來),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
坑缸（茅坑）越淘越臭(坑缸（茅坑）越淘越臭),坑缸茅坑越淘越臭,/呒啥啥/,/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
坑棚(坑棚),坑棚,厕所。(廁所。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
坑棚(坑棚),坑棚,茅厕(茅廁),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
坑三姑娘(坑三姑娘),坑三姑娘,茅坑神(茅坑神),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
吭(吭),吭,气喘。(氣喘。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
抠来西(摳來西),摳來西,吝啬(吝嗇),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
哭出乌拉(哭出烏拉),哭出嗚拉,难受伤心的哭相(難受傷心的哭相),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
快活(快活),快活,开心(開心),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
筷箸笼(筷箸籠),筷箸籠,筷笼(筷籠),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
睏梦头里(睏夢頭裏),睏夢頭裏,睡梦中(睡夢中),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
睏去(睏去),睏去,睡著 (睡著),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
睏失寣(睏失寣),睏失寣,睡过头(睡過頭),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
睏勿着(睏勿着),睏勿着,睡不著 (睡不著),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
睏下昼寣(睏下晝寣),睏下晝寣,午睡(午睡),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
阔一阔(闊一闊),闊一闊,刚采摘的菜果存放一下(剛採摘的菜果存放一下),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
垃陌生头(垃陌生頭),臘陌生頭,突然(突然),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
拉三(拉三),拉三,指不正经的女人。(指不正經的女人。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
拉身上(拉身上),拉身上,形容骄宠的孩子(形容驕寵的孩子),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
蜡赤焦黄(蠟赤焦黃),蠟察焦黃,/呒啥啥/,/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
蜡烛(蠟燭),蠟燭,对不识时务，不会办事，总是吃亏上当的人的蔑称。(對不識時務，不會辦事，總是吃虧上當的人的蔑稱。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
来三(來三),來賽,行得通、做得好。(行得通、做得好。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
癞蛤巴(癩蛤巴),癩葛巴,哈蟆(哈蟆),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
懒料(懶料),懶僚,挥霍、浪费。(揮霍、浪費。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
懒扑(懶撲),懶樸,懒惰。(懶惰。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
懒朴(懶樸),懶樸,懒惰(懶惰),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
烂（吃）勿好(爛（吃）勿好),爛吃勿好,骂人话，吃个没完(罵人話，吃個沒完),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
烂死血(爛死血),爛死血,生冻疮(生凍瘡),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
烂污女人(爛污女人),爛污女人,没责任心极随便的女人不加修饰穿著乱糟糟的(沒責任心極隨便的女人不加修飾穿著亂糟糟的),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
郎中(郎中),郎中,医生。(醫生。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
廊檐(廊簷),廊簷,屋檐(屋簷),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
榔头(榔頭),榔頭,锤子。(錘子。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
㫰(㫰),浪(讀lang),晾、晒之意。例“浪衣裳”。(晾、曬之意。例“浪衣裳”。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
捞外快(撈外快),撈外快,捞取非分的利益。(撈取非分的利益。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
牢食(牢食),牢食,骂人话指食物(罵人話指食物),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
老白霜(老白霜),老白霜,霜(霜),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
老白须、老太婆(老白須、老太婆),老白須、老太婆,老夫妻间的昵称。但出于第三者口，被视为不敬。(老夫妻間的昵稱。但出於第三者口，被視爲不敬。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
老百年(老百年),老百年,老人故世。(老人故世。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
老板(老闆),老闆,店主、厂主。(店主、廠主。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
老板娘(老闆娘),老闆娘,工、商业主的妻子或女小业主。(工、商業主的妻子或女小業主。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,五角场乡志,TRUE,baoshan,baoshan_wujiaochang
老虫(老蟲),老蟲,鼠(鼠),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
老爹老奶(老爹老奶),老爹老奶,祖父祖母(祖父祖母),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
老伏鸡(老伏雞),老孵雞,生蛋的老母鸡(生蛋的老母雞),/呒啥啥/,/呒啥啥/,本沪小片,宝山·五角场,殷行穿心浜方言,TRUE,baoshan,baoshan_wujiaochang
